,index,year,s&p_eps,s&p_closing_prices,real_gdp,average_10y_yield_%,average_annual_inflation
36,5093,1999.0,73.88,1245.02002,12610491.0,5.65,2.2
37,5094,1999.0,73.88,1238.329956,12610491.0,5.65,2.2
38,5095,1999.0,73.88,1236.160034,12610491.0,5.65,2.2
39,5096,1999.0,73.88,1225.5,12610491.0,5.65,2.2
40,5097,1999.0,73.88,1227.699951,12610491.0,5.65,2.2
41,5098,1999.0,73.88,1246.640015,12610491.0,5.65,2.2
42,5099,1999.0,73.88,1275.469971,12610491.0,5.65,2.2
43,5100,1999.0,73.88,1282.72998,12610491.0,5.65,2.2
44,5101,1999.0,73.88,1279.839966,12610491.0,5.65,2.2
45,5102,1999.0,73.88,1286.839966,12610491.0,5.65,2.2
46,5103,1999.0,73.88,1297.680054,12610491.0,5.65,2.2
47,5104,1999.0,73.88,1294.589966,12610491.0,5.65,2.2
48,5105,1999.0,73.88,1307.26001,12610491.0,5.65,2.2
49,5106,1999.0,73.88,1306.380005,12610491.0,5.65,2.2
50,5107,1999.0,73.88,1297.819946,12610491.0,5.65,2.2
51,5108,1999.0,73.88,1316.550049,12610491.0,5.65,2.2
52,5109,1999.0,73.88,1299.290039,12610491.0,5.65,2.2
53,5110,1999.0,73.88,1297.01001,12610491.0,5.65,2.2
54,5111,1999.0,73.88,1262.140015,12610491.0,5.65,2.2
55,5112,1999.0,73.88,1268.589966,12610491.0,5.65,2.2
56,5113,1999.0,73.88,1289.98999,12610491.0,5.65,2.2
57,5114,1999.0,73.88,1282.800049,12610491.0,5.65,2.2
58,5115,1999.0,73.88,1310.170044,12610491.0,5.65,2.2
59,5116,1999.0,73.88,1300.75,12610491.0,5.65,2.2
60,5117,1999.0,73.88,1286.369995,12610491.0,5.65,2.2
61,5118,1999.0,73.88,1293.719971,12610491.0,5.65,2.2
62,5119,1999.0,73.88,1321.119995,12610491.0,5.65,2.2
63,5120,1999.0,73.88,1317.890015,12610491.0,5.65,2.2
64,5121,1999.0,73.88,1326.890015,12610491.0,5.65,2.2
65,5122,1999.0,73.88,1343.97998,12610491.0,5.65,2.2
66,5123,1999.0,73.88,1348.349976,12610491.0,5.65,2.2
67,5124,1999.0,73.88,1358.630005,12610491.0,5.65,2.2
68,5125,1999.0,73.88,1349.819946,12610491.0,5.65,2.2
69,5126,1999.0,73.88,1328.439941,12610491.0,5.65,2.2
70,5127,1999.0,73.88,1322.849976,12610491.0,5.65,2.2
71,5128,1999.0,73.88,1319.0,12610491.0,5.65,2.2
72,5129,1999.0,73.88,1289.47998,12610491.0,5.65,2.2
73,5130,1999.0,73.88,1306.170044,12610491.0,5.65,2.2
74,5131,1999.0,73.88,1336.119995,12610491.0,5.65,2.2
75,5132,1999.0,73.88,1358.819946,12610491.0,5.65,2.2
76,5133,1999.0,73.88,1356.849976,12610491.0,5.65,2.2
77,5134,1999.0,73.88,1360.040039,12610491.0,5.65,2.2
78,5135,1999.0,73.88,1362.800049,12610491.0,5.65,2.2
79,5136,1999.0,73.88,1350.910034,12610491.0,5.65,2.2
80,5137,1999.0,73.88,1342.829956,12610491.0,5.65,2.2
81,5138,1999.0,73.88,1335.180054,12610491.0,5.65,2.2
82,5139,1999.0,73.88,1354.630005,12610491.0,5.65,2.2
83,5140,1999.0,73.88,1332.0,12610491.0,5.65,2.2
84,5141,1999.0,73.88,1347.310059,12610491.0,5.65,2.2
85,5142,1999.0,73.88,1332.050049,12610491.0,5.65,2.2
86,5143,1999.0,73.88,1345.0,12610491.0,5.65,2.2
87,5144,1999.0,73.88,1340.300049,12610491.0,5.65,2.2
88,5145,1999.0,73.88,1355.609985,12610491.0,5.65,2.2
89,5146,1999.0,73.88,1364.0,12610491.0,5.65,2.2
90,5147,1999.0,73.88,1367.560059,12610491.0,5.65,2.2
91,5148,1999.0,73.88,1337.800049,12610491.0,5.65,2.2
92,5149,1999.0,73.88,1339.48999,12610491.0,5.65,2.2
93,5150,1999.0,73.88,1333.319946,12610491.0,5.65,2.2
94,5151,1999.0,73.88,1344.22998,12610491.0,5.65,2.2
95,5152,1999.0,73.88,1338.829956,12610491.0,5.65,2.2
96,5153,1999.0,73.88,1330.290039,12610491.0,5.65,2.2
97,5154,1999.0,73.88,1306.650024,12610491.0,5.65,2.2
98,5155,1999.0,73.88,1284.400024,12610491.0,5.65,2.2
99,5156,1999.0,73.88,1304.76001,12610491.0,5.65,2.2
100,5157,1999.0,73.88,1281.410034,12610491.0,5.65,2.2
101,5158,1999.0,73.88,1301.839966,12610491.0,5.65,2.2
102,5159,1999.0,73.88,1294.26001,12610491.0,5.65,2.2
103,5160,1999.0,73.88,1294.810059,12610491.0,5.65,2.2
104,5161,1999.0,73.88,1299.540039,12610491.0,5.65,2.2
105,5162,1999.0,73.88,1327.75,12610491.0,5.65,2.2
106,5163,1999.0,73.88,1334.52002,12610491.0,5.65,2.2
107,5164,1999.0,73.88,1317.329956,12610491.0,5.65,2.2
108,5165,1999.0,73.88,1318.640015,12610491.0,5.65,2.2
109,5166,1999.0,73.88,1302.819946,12610491.0,5.65,2.2
110,5167,1999.0,73.88,1293.640015,12610491.0,5.65,2.2
111,5168,1999.0,73.88,1294.0,12610491.0,5.65,2.2
112,5169,1999.0,73.88,1301.160034,12610491.0,5.65,2.2
113,5170,1999.0,73.88,1330.410034,12610491.0,5.65,2.2
114,5171,1999.0,73.88,1339.900024,12610491.0,5.65,2.2
115,5172,1999.0,73.88,1342.839966,12610491.0,5.65,2.2
116,5173,1999.0,73.88,1349.0,12610491.0,5.65,2.2
117,5174,1999.0,73.88,1335.880005,12610491.0,5.65,2.2
118,5175,1999.0,73.88,1333.060059,12610491.0,5.65,2.2
119,5176,1999.0,73.88,1315.780029,12610491.0,5.65,2.2
120,5177,1999.0,73.88,1315.310059,12610491.0,5.65,2.2
121,5178,1999.0,73.88,1331.349976,12610491.0,5.65,2.2
122,5179,1999.0,73.88,1351.449951,12610491.0,5.65,2.2
123,5180,1999.0,73.88,1372.709961,12610491.0,5.65,2.2
124,5181,1999.0,73.88,1380.959961,12610491.0,5.65,2.2
125,5182,1999.0,73.88,1391.219971,12610491.0,5.65,2.2
126,5183,1999.0,73.88,1388.119995,12610491.0,5.65,2.2
127,5184,1999.0,73.88,1395.859985,12610491.0,5.65,2.2
128,5185,1999.0,73.88,1394.420044,12610491.0,5.65,2.2
129,5186,1999.0,73.88,1403.280029,12610491.0,5.65,2.2
130,5187,1999.0,73.88,1399.099976,12610491.0,5.65,2.2
131,5188,1999.0,73.88,1393.560059,12610491.0,5.65,2.2
132,5189,1999.0,73.88,1398.170044,12610491.0,5.65,2.2
133,5190,1999.0,73.88,1409.619995,12610491.0,5.65,2.2
134,5191,1999.0,73.88,1418.780029,12610491.0,5.65,2.2
135,5192,1999.0,73.88,1407.650024,12610491.0,5.65,2.2
136,5193,1999.0,73.88,1377.099976,12610491.0,5.65,2.2
137,5194,1999.0,73.88,1379.290039,12610491.0,5.65,2.2
138,5195,1999.0,73.88,1360.969971,12610491.0,5.65,2.2
139,5196,1999.0,73.88,1356.939941,12610491.0,5.65,2.2
140,5197,1999.0,73.88,1347.76001,12610491.0,5.65,2.2
141,5198,1999.0,73.88,1362.839966,12610491.0,5.65,2.2
142,5199,1999.0,73.88,1365.400024,12610491.0,5.65,2.2
143,5200,1999.0,73.88,1341.030029,12610491.0,5.65,2.2
144,5201,1999.0,73.88,1328.719971,12610491.0,5.65,2.2
145,5202,1999.0,73.88,1328.050049,12610491.0,5.65,2.2
146,5203,1999.0,73.88,1322.180054,12610491.0,5.65,2.2
147,5204,1999.0,73.88,1305.329956,12610491.0,5.65,2.2
148,5205,1999.0,73.88,1313.709961,12610491.0,5.65,2.2
149,5206,1999.0,73.88,1300.290039,12610491.0,5.65,2.2
150,5207,1999.0,73.88,1297.800049,12610491.0,5.65,2.2
151,5208,1999.0,73.88,1281.430054,12610491.0,5.65,2.2
152,5209,1999.0,73.88,1301.930054,12610491.0,5.65,2.2
153,5210,1999.0,73.88,1298.160034,12610491.0,5.65,2.2
154,5211,1999.0,73.88,1327.680054,12610491.0,5.65,2.2
155,5212,1999.0,73.88,1330.77002,12610491.0,5.65,2.2
156,5213,1999.0,73.88,1344.160034,12610491.0,5.65,2.2
157,5214,1999.0,73.88,1332.839966,12610491.0,5.65,2.2
158,5215,1999.0,73.88,1323.589966,12610491.0,5.65,2.2
159,5216,1999.0,73.88,1336.609985,12610491.0,5.65,2.2
160,5217,1999.0,73.88,1360.219971,12610491.0,5.65,2.2
161,5218,1999.0,73.88,1363.5,12610491.0,5.65,2.2
162,5219,1999.0,73.88,1381.790039,12610491.0,5.65,2.2
163,5220,1999.0,73.88,1362.01001,12610491.0,5.65,2.2
164,5221,1999.0,73.88,1348.27002,12610491.0,5.65,2.2
165,5222,1999.0,73.88,1324.02002,12610491.0,5.65,2.2
166,5223,1999.0,73.88,1320.410034,12610491.0,5.65,2.2
167,5224,1999.0,73.88,1331.069946,12610491.0,5.65,2.2
168,5225,1999.0,73.88,1319.109985,12610491.0,5.65,2.2
169,5226,1999.0,73.88,1357.23999,12610491.0,5.65,2.2
170,5227,1999.0,73.88,1350.449951,12610491.0,5.65,2.2
171,5228,1999.0,73.88,1344.150024,12610491.0,5.65,2.2
172,5229,1999.0,73.88,1347.660034,12610491.0,5.65,2.2
173,5230,1999.0,73.88,1351.660034,12610491.0,5.65,2.2
174,5231,1999.0,73.88,1344.130005,12610491.0,5.65,2.2
175,5232,1999.0,73.88,1336.290039,12610491.0,5.65,2.2
176,5233,1999.0,73.88,1317.969971,12610491.0,5.65,2.2
177,5234,1999.0,73.88,1318.47998,12610491.0,5.65,2.2
178,5235,1999.0,73.88,1335.420044,12610491.0,5.65,2.2
179,5236,1999.0,73.88,1335.530029,12610491.0,5.65,2.2
180,5237,1999.0,73.88,1307.579956,12610491.0,5.65,2.2
181,5238,1999.0,73.88,1310.51001,12610491.0,5.65,2.2
182,5239,1999.0,73.88,1280.410034,12610491.0,5.65,2.2
183,5240,1999.0,73.88,1277.359985,12610491.0,5.65,2.2
184,5241,1999.0,73.88,1283.310059,12610491.0,5.65,2.2
185,5242,1999.0,73.88,1282.199951,12610491.0,5.65,2.2
186,5243,1999.0,73.88,1268.369995,12610491.0,5.65,2.2
187,5244,1999.0,73.88,1282.709961,12610491.0,5.65,2.2
188,5245,1999.0,73.88,1282.810059,12610491.0,5.65,2.2
189,5246,1999.0,73.88,1304.599976,12610491.0,5.65,2.2
190,5247,1999.0,73.88,1301.349976,12610491.0,5.65,2.2
191,5248,1999.0,73.88,1325.400024,12610491.0,5.65,2.2
192,5249,1999.0,73.88,1317.640015,12610491.0,5.65,2.2
193,5250,1999.0,73.88,1336.02002,12610491.0,5.65,2.2
194,5251,1999.0,73.88,1335.209961,12610491.0,5.65,2.2
195,5252,1999.0,73.88,1313.040039,12610491.0,5.65,2.2
196,5253,1999.0,73.88,1285.550049,12610491.0,5.65,2.2
197,5254,1999.0,73.88,1283.420044,12610491.0,5.65,2.2
198,5255,1999.0,73.88,1247.410034,12610491.0,5.65,2.2
199,5256,1999.0,73.88,1254.130005,12610491.0,5.65,2.2
200,5257,1999.0,73.88,1261.319946,12610491.0,5.65,2.2
201,5258,1999.0,73.88,1289.430054,12610491.0,5.65,2.2
202,5259,1999.0,73.88,1283.609985,12610491.0,5.65,2.2
203,5260,1999.0,73.88,1301.650024,12610491.0,5.65,2.2
204,5261,1999.0,73.88,1293.630005,12610491.0,5.65,2.2
205,5262,1999.0,73.88,1281.910034,12610491.0,5.65,2.2
206,5263,1999.0,73.88,1296.709961,12610491.0,5.65,2.2
207,5264,1999.0,73.88,1342.439941,12610491.0,5.65,2.2
208,5265,1999.0,73.88,1362.930054,12610491.0,5.65,2.2
209,5266,1999.0,73.88,1354.119995,12610491.0,5.65,2.2
210,5267,1999.0,73.88,1347.73999,12610491.0,5.65,2.2
211,5268,1999.0,73.88,1354.930054,12610491.0,5.65,2.2
212,5269,1999.0,73.88,1362.640015,12610491.0,5.65,2.2
213,5270,1999.0,73.88,1370.22998,12610491.0,5.65,2.2
214,5271,1999.0,73.88,1377.01001,12610491.0,5.65,2.2
215,5272,1999.0,73.88,1365.280029,12610491.0,5.65,2.2
216,5273,1999.0,73.88,1373.459961,12610491.0,5.65,2.2
217,5274,1999.0,73.88,1381.459961,12610491.0,5.65,2.2
218,5275,1999.0,73.88,1396.060059,12610491.0,5.65,2.2
219,5276,1999.0,73.88,1394.390015,12610491.0,5.65,2.2
220,5277,1999.0,73.88,1420.069946,12610491.0,5.65,2.2
221,5278,1999.0,73.88,1410.709961,12610491.0,5.65,2.2
222,5279,1999.0,73.88,1424.939941,12610491.0,5.65,2.2
223,5280,1999.0,73.88,1422.0,12610491.0,5.65,2.2
224,5281,1999.0,73.88,1420.939941,12610491.0,5.65,2.2
225,5282,1999.0,73.88,1404.640015,12610491.0,5.65,2.2
226,5283,1999.0,73.88,1417.079956,12610491.0,5.65,2.2
227,5284,1999.0,73.88,1416.619995,12610491.0,5.65,2.2
228,5285,1999.0,73.88,1407.829956,12610491.0,5.65,2.2
229,5286,1999.0,73.88,1388.910034,12610491.0,5.65,2.2
230,5287,1999.0,73.88,1397.719971,12610491.0,5.65,2.2
231,5288,1999.0,73.88,1409.040039,12610491.0,5.65,2.2
232,5289,1999.0,73.88,1433.300049,12610491.0,5.65,2.2
233,5290,1999.0,73.88,1423.329956,12610491.0,5.65,2.2
234,5291,1999.0,73.88,1409.170044,12610491.0,5.65,2.2
235,5292,1999.0,73.88,1403.880005,12610491.0,5.65,2.2
236,5293,1999.0,73.88,1408.109985,12610491.0,5.65,2.2
237,5294,1999.0,73.88,1417.040039,12610491.0,5.65,2.2
238,5295,1999.0,73.88,1415.219971,12610491.0,5.65,2.2
239,5296,1999.0,73.88,1403.170044,12610491.0,5.65,2.2
240,5297,1999.0,73.88,1413.329956,12610491.0,5.65,2.2
241,5298,1999.0,73.88,1418.780029,12610491.0,5.65,2.2
242,5299,1999.0,73.88,1421.030029,12610491.0,5.65,2.2
243,5300,1999.0,73.88,1418.089966,12610491.0,5.65,2.2
244,5301,1999.0,73.88,1433.430054,12610491.0,5.65,2.2
245,5302,1999.0,73.88,1436.130005,12610491.0,5.65,2.2
246,5303,1999.0,73.88,1458.339966,12610491.0,5.65,2.2
247,5304,1999.0,73.88,1457.099976,12610491.0,5.65,2.2
248,5305,1999.0,73.88,1457.660034,12610491.0,5.65,2.2
249,5306,1999.0,73.88,1463.459961,12610491.0,5.65,2.2
250,5307,1999.0,73.88,1464.469971,12610491.0,5.65,2.2
251,5308,1999.0,73.88,1469.25,12610491.0,5.65,2.2
252,5309,2000.0,74.17,1455.219971,13130987.0,6.03,3.4
253,5310,2000.0,74.17,1399.420044,13130987.0,6.03,3.4
254,5311,2000.0,74.17,1402.109985,13130987.0,6.03,3.4
255,5312,2000.0,74.17,1403.449951,13130987.0,6.03,3.4
256,5313,2000.0,74.17,1441.469971,13130987.0,6.03,3.4
257,5314,2000.0,74.17,1457.599976,13130987.0,6.03,3.4
258,5315,2000.0,74.17,1438.560059,13130987.0,6.03,3.4
259,5316,2000.0,74.17,1432.25,13130987.0,6.03,3.4
260,5317,2000.0,74.17,1449.680054,13130987.0,6.03,3.4
261,5318,2000.0,74.17,1465.150024,13130987.0,6.03,3.4
262,5319,2000.0,74.17,1455.140015,13130987.0,6.03,3.4
263,5320,2000.0,74.17,1455.900024,13130987.0,6.03,3.4
264,5321,2000.0,74.17,1445.569946,13130987.0,6.03,3.4
265,5322,2000.0,74.17,1441.359985,13130987.0,6.03,3.4
266,5323,2000.0,74.17,1401.530029,13130987.0,6.03,3.4
267,5324,2000.0,74.17,1410.030029,13130987.0,6.03,3.4
268,5325,2000.0,74.17,1404.089966,13130987.0,6.03,3.4
269,5326,2000.0,74.17,1398.560059,13130987.0,6.03,3.4
270,5327,2000.0,74.17,1360.160034,13130987.0,6.03,3.4
271,5328,2000.0,74.17,1394.459961,13130987.0,6.03,3.4
272,5329,2000.0,74.17,1409.280029,13130987.0,6.03,3.4
273,5330,2000.0,74.17,1409.119995,13130987.0,6.03,3.4
274,5331,2000.0,74.17,1424.969971,13130987.0,6.03,3.4
275,5332,2000.0,74.17,1424.369995,13130987.0,6.03,3.4
276,5333,2000.0,74.17,1424.23999,13130987.0,6.03,3.4
277,5334,2000.0,74.17,1441.719971,13130987.0,6.03,3.4
278,5335,2000.0,74.17,1411.709961,13130987.0,6.03,3.4
279,5336,2000.0,74.17,1416.829956,13130987.0,6.03,3.4
280,5337,2000.0,74.17,1387.119995,13130987.0,6.03,3.4
281,5338,2000.0,74.17,1389.939941,13130987.0,6.03,3.4
282,5339,2000.0,74.17,1402.050049,13130987.0,6.03,3.4
283,5340,2000.0,74.17,1387.670044,13130987.0,6.03,3.4
284,5341,2000.0,74.17,1388.26001,13130987.0,6.03,3.4
285,5342,2000.0,74.17,1346.089966,13130987.0,6.03,3.4
286,5343,2000.0,74.17,1352.170044,13130987.0,6.03,3.4
287,5344,2000.0,74.17,1360.689941,13130987.0,6.03,3.4
288,5345,2000.0,74.17,1353.430054,13130987.0,6.03,3.4
289,5346,2000.0,74.17,1333.359985,13130987.0,6.03,3.4
290,5347,2000.0,74.17,1348.050049,13130987.0,6.03,3.4
291,5348,2000.0,74.17,1366.420044,13130987.0,6.03,3.4
292,5349,2000.0,74.17,1379.189941,13130987.0,6.03,3.4
293,5350,2000.0,74.17,1381.76001,13130987.0,6.03,3.4
294,5351,2000.0,74.17,1409.170044,13130987.0,6.03,3.4
295,5352,2000.0,74.17,1391.280029,13130987.0,6.03,3.4
296,5353,2000.0,74.17,1355.619995,13130987.0,6.03,3.4
297,5354,2000.0,74.17,1366.699951,13130987.0,6.03,3.4
298,5355,2000.0,74.17,1401.689941,13130987.0,6.03,3.4
299,5356,2000.0,74.17,1395.069946,13130987.0,6.03,3.4
300,5357,2000.0,74.17,1383.619995,13130987.0,6.03,3.4
301,5358,2000.0,74.17,1359.150024,13130987.0,6.03,3.4
302,5359,2000.0,74.17,1392.140015,13130987.0,6.03,3.4
303,5360,2000.0,74.17,1458.469971,13130987.0,6.03,3.4
304,5361,2000.0,74.17,1464.469971,13130987.0,6.03,3.4
305,5362,2000.0,74.17,1456.630005,13130987.0,6.03,3.4
306,5363,2000.0,74.17,1493.869995,13130987.0,6.03,3.4
307,5364,2000.0,74.17,1500.640015,13130987.0,6.03,3.4
308,5365,2000.0,74.17,1527.349976,13130987.0,6.03,3.4
309,5366,2000.0,74.17,1527.459961,13130987.0,6.03,3.4
310,5367,2000.0,74.17,1523.859985,13130987.0,6.03,3.4
311,5368,2000.0,74.17,1507.72998,13130987.0,6.03,3.4
312,5369,2000.0,74.17,1508.52002,13130987.0,6.03,3.4
313,5370,2000.0,74.17,1487.920044,13130987.0,6.03,3.4
314,5371,2000.0,74.17,1498.579956,13130987.0,6.03,3.4
315,5372,2000.0,74.17,1505.969971,13130987.0,6.03,3.4
316,5373,2000.0,74.17,1494.72998,13130987.0,6.03,3.4
317,5374,2000.0,74.17,1487.369995,13130987.0,6.03,3.4
318,5375,2000.0,74.17,1501.339966,13130987.0,6.03,3.4
319,5376,2000.0,74.17,1516.349976,13130987.0,6.03,3.4
320,5377,2000.0,74.17,1504.459961,13130987.0,6.03,3.4
321,5378,2000.0,74.17,1500.589966,13130987.0,6.03,3.4
322,5379,2000.0,74.17,1467.170044,13130987.0,6.03,3.4
323,5380,2000.0,74.17,1440.51001,13130987.0,6.03,3.4
324,5381,2000.0,74.17,1356.560059,13130987.0,6.03,3.4
325,5382,2000.0,74.17,1401.439941,13130987.0,6.03,3.4
326,5383,2000.0,74.17,1441.609985,13130987.0,6.03,3.4
327,5384,2000.0,74.17,1427.469971,13130987.0,6.03,3.4
328,5385,2000.0,74.17,1434.540039,13130987.0,6.03,3.4
329,5386,2000.0,74.17,1429.859985,13130987.0,6.03,3.4
330,5387,2000.0,74.17,1477.439941,13130987.0,6.03,3.4
331,5388,2000.0,74.17,1460.98999,13130987.0,6.03,3.4
332,5389,2000.0,74.17,1464.920044,13130987.0,6.03,3.4
333,5390,2000.0,74.17,1452.430054,13130987.0,6.03,3.4
334,5391,2000.0,74.17,1468.25,13130987.0,6.03,3.4
335,5392,2000.0,74.17,1446.290039,13130987.0,6.03,3.4
336,5393,2000.0,74.17,1415.099976,13130987.0,6.03,3.4
337,5394,2000.0,74.17,1409.569946,13130987.0,6.03,3.4
338,5395,2000.0,74.17,1432.630005,13130987.0,6.03,3.4
339,5396,2000.0,74.17,1424.170044,13130987.0,6.03,3.4
340,5397,2000.0,74.17,1412.140015,13130987.0,6.03,3.4
341,5398,2000.0,74.17,1383.050049,13130987.0,6.03,3.4
342,5399,2000.0,74.17,1407.810059,13130987.0,6.03,3.4
343,5400,2000.0,74.17,1420.959961,13130987.0,6.03,3.4
344,5401,2000.0,74.17,1452.359985,13130987.0,6.03,3.4
345,5402,2000.0,74.17,1466.040039,13130987.0,6.03,3.4
346,5403,2000.0,74.17,1447.800049,13130987.0,6.03,3.4
347,5404,2000.0,74.17,1437.209961,13130987.0,6.03,3.4
348,5405,2000.0,74.17,1406.949951,13130987.0,6.03,3.4
349,5406,2000.0,74.17,1400.719971,13130987.0,6.03,3.4
350,5407,2000.0,74.17,1373.859985,13130987.0,6.03,3.4
351,5408,2000.0,74.17,1399.050049,13130987.0,6.03,3.4
352,5409,2000.0,74.17,1381.52002,13130987.0,6.03,3.4
353,5410,2000.0,74.17,1378.02002,13130987.0,6.03,3.4
354,5411,2000.0,74.17,1422.449951,13130987.0,6.03,3.4
355,5412,2000.0,74.17,1420.599976,13130987.0,6.03,3.4
356,5413,2000.0,74.17,1448.810059,13130987.0,6.03,3.4
357,5414,2000.0,74.17,1477.26001,13130987.0,6.03,3.4
358,5415,2000.0,74.17,1467.630005,13130987.0,6.03,3.4
359,5416,2000.0,74.17,1457.839966,13130987.0,6.03,3.4
360,5417,2000.0,74.17,1471.359985,13130987.0,6.03,3.4
361,5418,2000.0,74.17,1461.670044,13130987.0,6.03,3.4
362,5419,2000.0,74.17,1456.949951,13130987.0,6.03,3.4
363,5420,2000.0,74.17,1446.0,13130987.0,6.03,3.4
364,5421,2000.0,74.17,1469.439941,13130987.0,6.03,3.4
365,5422,2000.0,74.17,1470.540039,13130987.0,6.03,3.4
366,5423,2000.0,74.17,1478.72998,13130987.0,6.03,3.4
367,5424,2000.0,74.17,1464.459961,13130987.0,6.03,3.4
368,5425,2000.0,74.17,1486.0,13130987.0,6.03,3.4
369,5426,2000.0,74.17,1475.949951,13130987.0,6.03,3.4
370,5427,2000.0,74.17,1479.130005,13130987.0,6.03,3.4
371,5428,2000.0,74.17,1452.180054,13130987.0,6.03,3.4
372,5429,2000.0,74.17,1441.47998,13130987.0,6.03,3.4
373,5430,2000.0,74.17,1455.310059,13130987.0,6.03,3.4
374,5431,2000.0,74.17,1450.550049,13130987.0,6.03,3.4
375,5432,2000.0,74.17,1454.819946,13130987.0,6.03,3.4
376,5433,2000.0,74.17,1442.390015,13130987.0,6.03,3.4
377,5434,2000.0,74.17,1454.599976,13130987.0,6.03,3.4
378,5435,2000.0,74.17,1469.540039,13130987.0,6.03,3.4
379,5436,2000.0,74.17,1446.22998,13130987.0,6.03,3.4
380,5437,2000.0,74.17,1456.670044,13130987.0,6.03,3.4
381,5438,2000.0,74.17,1478.900024,13130987.0,6.03,3.4
382,5439,2000.0,74.17,1475.619995,13130987.0,6.03,3.4
383,5440,2000.0,74.17,1480.880005,13130987.0,6.03,3.4
384,5441,2000.0,74.17,1492.920044,13130987.0,6.03,3.4
385,5442,2000.0,74.17,1495.839966,13130987.0,6.03,3.4
386,5443,2000.0,74.17,1509.97998,13130987.0,6.03,3.4
387,5444,2000.0,74.17,1510.48999,13130987.0,6.03,3.4
388,5445,2000.0,74.17,1493.73999,13130987.0,6.03,3.4
389,5446,2000.0,74.17,1481.959961,13130987.0,6.03,3.4
390,5447,2000.0,74.17,1495.569946,13130987.0,6.03,3.4
391,5448,2000.0,74.17,1480.189941,13130987.0,6.03,3.4
392,5449,2000.0,74.17,1464.290039,13130987.0,6.03,3.4
393,5450,2000.0,74.17,1474.469971,13130987.0,6.03,3.4
394,5451,2000.0,74.17,1452.420044,13130987.0,6.03,3.4
395,5452,2000.0,74.17,1449.619995,13130987.0,6.03,3.4
396,5453,2000.0,74.17,1419.890015,13130987.0,6.03,3.4
397,5454,2000.0,74.17,1430.829956,13130987.0,6.03,3.4
398,5455,2000.0,74.17,1438.099976,13130987.0,6.03,3.4
399,5456,2000.0,74.17,1438.699951,13130987.0,6.03,3.4
400,5457,2000.0,74.17,1452.560059,13130987.0,6.03,3.4
401,5458,2000.0,74.17,1462.930054,13130987.0,6.03,3.4
402,5459,2000.0,74.17,1479.319946,13130987.0,6.03,3.4
403,5460,2000.0,74.17,1482.800049,13130987.0,6.03,3.4
404,5461,2000.0,74.17,1472.869995,13130987.0,6.03,3.4
405,5462,2000.0,74.17,1460.25,13130987.0,6.03,3.4
406,5463,2000.0,74.17,1471.839966,13130987.0,6.03,3.4
407,5464,2000.0,74.17,1491.560059,13130987.0,6.03,3.4
408,5465,2000.0,74.17,1484.430054,13130987.0,6.03,3.4
