,index,year,s&p_eps,s&p_closing_prices,real_gdp,average_10y_yield_%,average_annual_inflation
169,7741,2009.0,60.92,1003.23999,15208834.0,3.26,-0.4
170,7742,2009.0,60.92,1016.400024,15208834.0,3.26,-0.4
171,7743,2009.0,60.92,1025.390015,15208834.0,3.26,-0.4
172,7744,2009.0,60.92,1033.369995,15208834.0,3.26,-0.4
173,7745,2009.0,60.92,1044.140015,15208834.0,3.26,-0.4
174,7746,2009.0,60.92,1042.72998,15208834.0,3.26,-0.4
175,7747,2009.0,60.92,1049.339966,15208834.0,3.26,-0.4
176,7748,2009.0,60.92,1052.630005,15208834.0,3.26,-0.4
177,7749,2009.0,60.92,1068.76001,15208834.0,3.26,-0.4
178,7750,2009.0,60.92,1065.48999,15208834.0,3.26,-0.4
179,7751,2009.0,60.92,1068.300049,15208834.0,3.26,-0.4
180,7752,2009.0,60.92,1064.660034,15208834.0,3.26,-0.4
181,7753,2009.0,60.92,1071.660034,15208834.0,3.26,-0.4
182,7754,2009.0,60.92,1060.869995,15208834.0,3.26,-0.4
183,7755,2009.0,60.92,1050.780029,15208834.0,3.26,-0.4
184,7756,2009.0,60.92,1044.380005,15208834.0,3.26,-0.4
185,7757,2009.0,60.92,1062.97998,15208834.0,3.26,-0.4
186,7758,2009.0,60.92,1060.609985,15208834.0,3.26,-0.4
187,7759,2009.0,60.92,1057.079956,15208834.0,3.26,-0.4
188,7760,2009.0,60.92,1029.849976,15208834.0,3.26,-0.4
189,7761,2009.0,60.92,1025.209961,15208834.0,3.26,-0.4
190,7762,2009.0,60.92,1040.459961,15208834.0,3.26,-0.4
191,7763,2009.0,60.92,1054.719971,15208834.0,3.26,-0.4
192,7764,2009.0,60.92,1057.579956,15208834.0,3.26,-0.4
193,7765,2009.0,60.92,1065.47998,15208834.0,3.26,-0.4
194,7766,2009.0,60.92,1071.48999,15208834.0,3.26,-0.4
195,7767,2009.0,60.92,1076.189941,15208834.0,3.26,-0.4
196,7768,2009.0,60.92,1073.189941,15208834.0,3.26,-0.4
197,7769,2009.0,60.92,1092.02002,15208834.0,3.26,-0.4
198,7770,2009.0,60.92,1096.560059,15208834.0,3.26,-0.4
199,7771,2009.0,60.92,1087.680054,15208834.0,3.26,-0.4
200,7772,2009.0,60.92,1097.910034,15208834.0,3.26,-0.4
201,7773,2009.0,60.92,1091.060059,15208834.0,3.26,-0.4
202,7774,2009.0,60.92,1081.400024,15208834.0,3.26,-0.4
203,7775,2009.0,60.92,1092.910034,15208834.0,3.26,-0.4
204,7776,2009.0,60.92,1079.599976,15208834.0,3.26,-0.4
205,7777,2009.0,60.92,1066.949951,15208834.0,3.26,-0.4
206,7778,2009.0,60.92,1063.410034,15208834.0,3.26,-0.4
207,7779,2009.0,60.92,1042.630005,15208834.0,3.26,-0.4
208,7780,2009.0,60.92,1066.109985,15208834.0,3.26,-0.4
209,7781,2009.0,60.92,1036.189941,15208834.0,3.26,-0.4
210,7782,2009.0,60.92,1042.880005,15208834.0,3.26,-0.4
211,7783,2009.0,60.92,1045.410034,15208834.0,3.26,-0.4
212,7784,2009.0,60.92,1046.5,15208834.0,3.26,-0.4
213,7785,2009.0,60.92,1066.630005,15208834.0,3.26,-0.4
214,7786,2009.0,60.92,1069.300049,15208834.0,3.26,-0.4
215,7787,2009.0,60.92,1093.079956,15208834.0,3.26,-0.4
216,7788,2009.0,60.92,1093.01001,15208834.0,3.26,-0.4
217,7789,2009.0,60.92,1098.51001,15208834.0,3.26,-0.4
218,7790,2009.0,60.92,1087.23999,15208834.0,3.26,-0.4
219,7791,2009.0,60.92,1093.47998,15208834.0,3.26,-0.4
220,7792,2009.0,60.92,1109.300049,15208834.0,3.26,-0.4
221,7793,2009.0,60.92,1110.319946,15208834.0,3.26,-0.4
222,7794,2009.0,60.92,1109.800049,15208834.0,3.26,-0.4
223,7795,2009.0,60.92,1094.900024,15208834.0,3.26,-0.4
224,7796,2009.0,60.92,1091.380005,15208834.0,3.26,-0.4
225,7797,2009.0,60.92,1106.23999,15208834.0,3.26,-0.4
226,7798,2009.0,60.92,1105.650024,15208834.0,3.26,-0.4
227,7799,2009.0,60.92,1110.630005,15208834.0,3.26,-0.4
228,7800,2009.0,60.92,1091.48999,15208834.0,3.26,-0.4
229,7801,2009.0,60.92,1095.630005,15208834.0,3.26,-0.4
230,7802,2009.0,60.92,1108.859985,15208834.0,3.26,-0.4
231,7803,2009.0,60.92,1109.23999,15208834.0,3.26,-0.4
232,7804,2009.0,60.92,1099.920044,15208834.0,3.26,-0.4
233,7805,2009.0,60.92,1105.97998,15208834.0,3.26,-0.4
234,7806,2009.0,60.92,1103.25,15208834.0,3.26,-0.4
235,7807,2009.0,60.92,1091.939941,15208834.0,3.26,-0.4
236,7808,2009.0,60.92,1095.949951,15208834.0,3.26,-0.4
237,7809,2009.0,60.92,1102.349976,15208834.0,3.26,-0.4
238,7810,2009.0,60.92,1106.410034,15208834.0,3.26,-0.4
239,7811,2009.0,60.92,1114.109985,15208834.0,3.26,-0.4
240,7812,2009.0,60.92,1107.930054,15208834.0,3.26,-0.4
241,7813,2009.0,60.92,1109.180054,15208834.0,3.26,-0.4
242,7814,2009.0,60.92,1096.079956,15208834.0,3.26,-0.4
243,7815,2009.0,60.92,1102.469971,15208834.0,3.26,-0.4
244,7816,2009.0,60.92,1114.050049,15208834.0,3.26,-0.4
245,7817,2009.0,60.92,1118.02002,15208834.0,3.26,-0.4
246,7818,2009.0,60.92,1120.589966,15208834.0,3.26,-0.4
247,7819,2009.0,60.92,1126.47998,15208834.0,3.26,-0.4
248,7820,2009.0,60.92,1127.780029,15208834.0,3.26,-0.4
249,7821,2009.0,60.92,1126.199951,15208834.0,3.26,-0.4
250,7822,2009.0,60.92,1126.420044,15208834.0,3.26,-0.4
251,7823,2009.0,60.92,1115.099976,15208834.0,3.26,-0.4
252,7824,2010.0,91.09,1132.98999,15598753.0,3.22,1.6
253,7825,2010.0,91.09,1136.52002,15598753.0,3.22,1.6
254,7826,2010.0,91.09,1137.140015,15598753.0,3.22,1.6
255,7827,2010.0,91.09,1141.689941,15598753.0,3.22,1.6
256,7828,2010.0,91.09,1144.97998,15598753.0,3.22,1.6
257,7829,2010.0,91.09,1146.97998,15598753.0,3.22,1.6
258,7830,2010.0,91.09,1136.219971,15598753.0,3.22,1.6
259,7831,2010.0,91.09,1145.680054,15598753.0,3.22,1.6
260,7832,2010.0,91.09,1148.459961,15598753.0,3.22,1.6
261,7833,2010.0,91.09,1136.030029,15598753.0,3.22,1.6
262,7834,2010.0,91.09,1150.22998,15598753.0,3.22,1.6
263,7835,2010.0,91.09,1138.040039,15598753.0,3.22,1.6
264,7836,2010.0,91.09,1116.47998,15598753.0,3.22,1.6
265,7837,2010.0,91.09,1091.76001,15598753.0,3.22,1.6
266,7838,2010.0,91.09,1096.780029,15598753.0,3.22,1.6
267,7839,2010.0,91.09,1092.170044,15598753.0,3.22,1.6
268,7840,2010.0,91.09,1097.5,15598753.0,3.22,1.6
269,7841,2010.0,91.09,1084.530029,15598753.0,3.22,1.6
270,7842,2010.0,91.09,1073.869995,15598753.0,3.22,1.6
271,7843,2010.0,91.09,1089.189941,15598753.0,3.22,1.6
272,7844,2010.0,91.09,1103.319946,15598753.0,3.22,1.6
273,7845,2010.0,91.09,1097.280029,15598753.0,3.22,1.6
274,7846,2010.0,91.09,1063.109985,15598753.0,3.22,1.6
275,7847,2010.0,91.09,1066.189941,15598753.0,3.22,1.6
276,7848,2010.0,91.09,1056.73999,15598753.0,3.22,1.6
277,7849,2010.0,91.09,1070.52002,15598753.0,3.22,1.6
278,7850,2010.0,91.09,1068.130005,15598753.0,3.22,1.6
279,7851,2010.0,91.09,1078.469971,15598753.0,3.22,1.6
280,7852,2010.0,91.09,1075.51001,15598753.0,3.22,1.6
281,7853,2010.0,91.09,1094.869995,15598753.0,3.22,1.6
282,7854,2010.0,91.09,1099.51001,15598753.0,3.22,1.6
283,7855,2010.0,91.09,1106.75,15598753.0,3.22,1.6
284,7856,2010.0,91.09,1109.170044,15598753.0,3.22,1.6
285,7857,2010.0,91.09,1108.01001,15598753.0,3.22,1.6
286,7858,2010.0,91.09,1094.599976,15598753.0,3.22,1.6
287,7859,2010.0,91.09,1105.23999,15598753.0,3.22,1.6
288,7860,2010.0,91.09,1102.939941,15598753.0,3.22,1.6
289,7861,2010.0,91.09,1104.48999,15598753.0,3.22,1.6
290,7862,2010.0,91.09,1115.709961,15598753.0,3.22,1.6
291,7863,2010.0,91.09,1118.310059,15598753.0,3.22,1.6
292,7864,2010.0,91.09,1118.790039,15598753.0,3.22,1.6
293,7865,2010.0,91.09,1122.969971,15598753.0,3.22,1.6
294,7866,2010.0,91.09,1138.699951,15598753.0,3.22,1.6
295,7867,2010.0,91.09,1138.5,15598753.0,3.22,1.6
296,7868,2010.0,91.09,1140.449951,15598753.0,3.22,1.6
297,7869,2010.0,91.09,1145.609985,15598753.0,3.22,1.6
298,7870,2010.0,91.09,1150.23999,15598753.0,3.22,1.6
299,7871,2010.0,91.09,1149.98999,15598753.0,3.22,1.6
300,7872,2010.0,91.09,1150.51001,15598753.0,3.22,1.6
301,7873,2010.0,91.09,1159.459961,15598753.0,3.22,1.6
302,7874,2010.0,91.09,1166.209961,15598753.0,3.22,1.6
303,7875,2010.0,91.09,1165.829956,15598753.0,3.22,1.6
304,7876,2010.0,91.09,1159.900024,15598753.0,3.22,1.6
305,7877,2010.0,91.09,1165.810059,15598753.0,3.22,1.6
306,7878,2010.0,91.09,1174.170044,15598753.0,3.22,1.6
307,7879,2010.0,91.09,1167.719971,15598753.0,3.22,1.6
308,7880,2010.0,91.09,1165.72998,15598753.0,3.22,1.6
309,7881,2010.0,91.09,1166.589966,15598753.0,3.22,1.6
310,7882,2010.0,91.09,1173.219971,15598753.0,3.22,1.6
311,7883,2010.0,91.09,1173.27002,15598753.0,3.22,1.6
312,7884,2010.0,91.09,1169.430054,15598753.0,3.22,1.6
313,7885,2010.0,91.09,1178.099976,15598753.0,3.22,1.6
314,7886,2010.0,91.09,1187.439941,15598753.0,3.22,1.6
315,7887,2010.0,91.09,1189.439941,15598753.0,3.22,1.6
316,7888,2010.0,91.09,1182.449951,15598753.0,3.22,1.6
317,7889,2010.0,91.09,1186.439941,15598753.0,3.22,1.6
318,7890,2010.0,91.09,1194.369995,15598753.0,3.22,1.6
319,7891,2010.0,91.09,1196.47998,15598753.0,3.22,1.6
320,7892,2010.0,91.09,1197.300049,15598753.0,3.22,1.6
321,7893,2010.0,91.09,1210.650024,15598753.0,3.22,1.6
322,7894,2010.0,91.09,1211.670044,15598753.0,3.22,1.6
323,7895,2010.0,91.09,1192.130005,15598753.0,3.22,1.6
324,7896,2010.0,91.09,1197.52002,15598753.0,3.22,1.6
325,7897,2010.0,91.09,1207.170044,15598753.0,3.22,1.6
326,7898,2010.0,91.09,1205.939941,15598753.0,3.22,1.6
327,7899,2010.0,91.09,1208.670044,15598753.0,3.22,1.6
328,7900,2010.0,91.09,1217.280029,15598753.0,3.22,1.6
329,7901,2010.0,91.09,1212.050049,15598753.0,3.22,1.6
330,7902,2010.0,91.09,1183.709961,15598753.0,3.22,1.6
331,7903,2010.0,91.09,1191.359985,15598753.0,3.22,1.6
332,7904,2010.0,91.09,1206.780029,15598753.0,3.22,1.6
333,7905,2010.0,91.09,1186.689941,15598753.0,3.22,1.6
334,7906,2010.0,91.09,1202.26001,15598753.0,3.22,1.6
335,7907,2010.0,91.09,1173.599976,15598753.0,3.22,1.6
336,7908,2010.0,91.09,1165.869995,15598753.0,3.22,1.6
337,7909,2010.0,91.09,1128.150024,15598753.0,3.22,1.6
338,7910,2010.0,91.09,1110.880005,15598753.0,3.22,1.6
339,7911,2010.0,91.09,1159.72998,15598753.0,3.22,1.6
340,7912,2010.0,91.09,1155.790039,15598753.0,3.22,1.6
341,7913,2010.0,91.09,1171.670044,15598753.0,3.22,1.6
342,7914,2010.0,91.09,1157.439941,15598753.0,3.22,1.6
343,7915,2010.0,91.09,1135.680054,15598753.0,3.22,1.6
344,7916,2010.0,91.09,1136.939941,15598753.0,3.22,1.6
345,7917,2010.0,91.09,1120.800049,15598753.0,3.22,1.6
346,7918,2010.0,91.09,1115.050049,15598753.0,3.22,1.6
347,7919,2010.0,91.09,1071.589966,15598753.0,3.22,1.6
348,7920,2010.0,91.09,1087.689941,15598753.0,3.22,1.6
349,7921,2010.0,91.09,1073.650024,15598753.0,3.22,1.6
350,7922,2010.0,91.09,1074.030029,15598753.0,3.22,1.6
351,7923,2010.0,91.09,1067.949951,15598753.0,3.22,1.6
352,7924,2010.0,91.09,1103.060059,15598753.0,3.22,1.6
353,7925,2010.0,91.09,1089.410034,15598753.0,3.22,1.6
354,7926,2010.0,91.09,1070.709961,15598753.0,3.22,1.6
355,7927,2010.0,91.09,1098.380005,15598753.0,3.22,1.6
356,7928,2010.0,91.09,1102.829956,15598753.0,3.22,1.6
357,7929,2010.0,91.09,1064.880005,15598753.0,3.22,1.6
358,7930,2010.0,91.09,1050.469971,15598753.0,3.22,1.6
359,7931,2010.0,91.09,1062.0,15598753.0,3.22,1.6
360,7932,2010.0,91.09,1055.689941,15598753.0,3.22,1.6
361,7933,2010.0,91.09,1086.839966,15598753.0,3.22,1.6
362,7934,2010.0,91.09,1091.599976,15598753.0,3.22,1.6
363,7935,2010.0,91.09,1089.630005,15598753.0,3.22,1.6
364,7936,2010.0,91.09,1115.22998,15598753.0,3.22,1.6
365,7937,2010.0,91.09,1114.609985,15598753.0,3.22,1.6
366,7938,2010.0,91.09,1116.040039,15598753.0,3.22,1.6
367,7939,2010.0,91.09,1117.51001,15598753.0,3.22,1.6
368,7940,2010.0,91.09,1113.199951,15598753.0,3.22,1.6
369,7941,2010.0,91.09,1095.310059,15598753.0,3.22,1.6
370,7942,2010.0,91.09,1092.040039,15598753.0,3.22,1.6
371,7943,2010.0,91.09,1073.689941,15598753.0,3.22,1.6
372,7944,2010.0,91.09,1076.76001,15598753.0,3.22,1.6
373,7945,2010.0,91.09,1074.569946,15598753.0,3.22,1.6
374,7946,2010.0,91.09,1041.23999,15598753.0,3.22,1.6
375,7947,2010.0,91.09,1030.709961,15598753.0,3.22,1.6
376,7948,2010.0,91.09,1027.369995,15598753.0,3.22,1.6
377,7949,2010.0,91.09,1022.580017,15598753.0,3.22,1.6
378,7950,2010.0,91.09,1028.060059,15598753.0,3.22,1.6
379,7951,2010.0,91.09,1060.27002,15598753.0,3.22,1.6
380,7952,2010.0,91.09,1070.25,15598753.0,3.22,1.6
381,7953,2010.0,91.09,1077.959961,15598753.0,3.22,1.6
382,7954,2010.0,91.09,1078.75,15598753.0,3.22,1.6
383,7955,2010.0,91.09,1095.339966,15598753.0,3.22,1.6
384,7956,2010.0,91.09,1095.170044,15598753.0,3.22,1.6
385,7957,2010.0,91.09,1096.47998,15598753.0,3.22,1.6
386,7958,2010.0,91.09,1064.880005,15598753.0,3.22,1.6
387,7959,2010.0,91.09,1071.25,15598753.0,3.22,1.6
388,7960,2010.0,91.09,1083.47998,15598753.0,3.22,1.6
389,7961,2010.0,91.09,1069.589966,15598753.0,3.22,1.6
390,7962,2010.0,91.09,1093.670044,15598753.0,3.22,1.6
391,7963,2010.0,91.09,1102.660034,15598753.0,3.22,1.6
392,7964,2010.0,91.09,1115.01001,15598753.0,3.22,1.6
393,7965,2010.0,91.09,1113.839966,15598753.0,3.22,1.6
394,7966,2010.0,91.09,1106.130005,15598753.0,3.22,1.6
395,7967,2010.0,91.09,1101.530029,15598753.0,3.22,1.6
396,7968,2010.0,91.09,1101.599976,15598753.0,3.22,1.6
